Type,Process,Time_StartB11,16,1643708996907
B11,64,1643709278095
B11,128,1643709491567
B11,256,1643710969351
B116,64,1643711625101
B116,128,1643712108808
B116,256,1643712817026
B164,128,1643713503856
B164,256,1643713934659
B1128,256,1643716297513
