Type,Process,Time_StartA1,5,1643695387775
A1,1,1643695475022
A2,1,1643695578986
A1,2,1643695681724
A1,4,1643695774457
A1,8,1643695862547
A1,16,1643695996980
A1,32,1643696385730
A1,64,1643696549115
A1,128,1643696685021
A1,256,1643696918540
A1,256,1643697129164
A1,512,1643697528036
